,ST,CB,PB,GO,CA
1576,0,55,10,30,5
1577,0,55,10,35,0
1578,0,55,15,0,30
1579,0,55,15,5,25
1580,0,55,15,10,20
1581,0,55,15,15,15
1582,0,55,15,20,10
1583,0,55,15,25,5
1584,0,55,15,30,0
1585,0,55,20,0,25
1586,0,55,20,5,20
1587,0,55,20,10,15
1588,0,55,20,15,10
1589,0,55,20,20,5
1590,0,55,20,25,0
1591,0,55,25,0,20
1592,0,55,25,5,15
1593,0,55,25,10,10
1594,0,55,25,15,5
1595,0,55,25,20,0
1596,0,55,30,0,15
1597,0,55,30,5,10
1598,0,55,30,10,5
1599,0,55,30,15,0
1600,0,55,35,0,10
1601,0,55,35,5,5
1602,0,55,35,10,0
1603,0,55,40,0,5
1604,0,55,40,5,0
1605,0,55,45,0,0
1606,0,60,0,0,40
1607,0,60,0,5,35
1608,0,60,0,10,30
1609,0,60,0,15,25
1610,0,60,0,20,20
1611,0,60,0,25,15
1612,0,60,0,30,10
1613,0,60,0,35,5
1614,0,60,0,40,0
1615,0,60,5,0,35
1616,0,60,5,5,30
1617,0,60,5,10,25
1618,0,60,5,15,20
1619,0,60,5,20,15
1620,0,60,5,25,10
1621,0,60,5,30,5
1622,0,60,5,35,0
1623,0,60,10,0,30
1624,0,60,10,5,25
1625,0,60,10,10,20
1626,0,60,10,15,15
1627,0,60,10,20,10
1628,0,60,10,25,5
1629,0,60,10,30,0
1630,0,60,15,0,25
1631,0,60,15,5,20
1632,0,60,15,10,15
1633,0,60,15,15,10
1634,0,60,15,20,5
1635,0,60,15,25,0
1636,0,60,20,0,20
1637,0,60,20,5,15
1638,0,60,20,10,10
1639,0,60,20,15,5
1640,0,60,20,20,0
1641,0,60,25,0,15
1642,0,60,25,5,10
1643,0,60,25,10,5
1644,0,60,25,15,0
1645,0,60,30,0,10
1646,0,60,30,5,5
1647,0,60,30,10,0
1648,0,60,35,0,5
1649,0,60,35,5,0
1650,0,60,40,0,0
1651,0,65,0,0,35
1652,0,65,0,5,30
1653,0,65,0,10,25
1654,0,65,0,15,20
1655,0,65,0,20,15
1656,0,65,0,25,10
1657,0,65,0,30,5
1658,0,65,0,35,0
1659,0,65,5,0,30
1660,0,65,5,5,25
1661,0,65,5,10,20
1662,0,65,5,15,15
1663,0,65,5,20,10
1664,0,65,5,25,5
1665,0,65,5,30,0
1666,0,65,10,0,25
1667,0,65,10,5,20
1668,0,65,10,10,15
1669,0,65,10,15,10
1670,0,65,10,20,5
1671,0,65,10,25,0
1672,0,65,15,0,20
1673,0,65,15,5,15
1674,0,65,15,10,10
1675,0,65,15,15,5
1676,0,65,15,20,0
1677,0,65,20,0,15
1678,0,65,20,5,10
1679,0,65,20,10,5
1680,0,65,20,15,0
1681,0,65,25,0,10
1682,0,65,25,5,5
1683,0,65,25,10,0
1684,0,65,30,0,5
1685,0,65,30,5,0
1686,0,65,35,0,0
1687,0,70,0,0,30
1688,0,70,0,5,25
1689,0,70,0,10,20
1690,0,70,0,15,15
1691,0,70,0,20,10
1692,0,70,0,25,5
1693,0,70,0,30,0
1694,0,70,5,0,25
1695,0,70,5,5,20
1696,0,70,5,10,15
1697,0,70,5,15,10
1698,0,70,5,20,5
1699,0,70,5,25,0
1700,0,70,10,0,20
1701,0,70,10,5,15
1702,0,70,10,10,10
1703,0,70,10,15,5
1704,0,70,10,20,0
1705,0,70,15,0,15
1706,0,70,15,5,10
1707,0,70,15,10,5
1708,0,70,15,15,0
1709,0,70,20,0,10
1710,0,70,20,5,5
1711,0,70,20,10,0
1712,0,70,25,0,5
1713,0,70,25,5,0
1714,0,70,30,0,0
1715,0,75,0,0,25
1716,0,75,0,5,20
1717,0,75,0,10,15
1718,0,75,0,15,10
1719,0,75,0,20,5
1720,0,75,0,25,0
1721,0,75,5,0,20
1722,0,75,5,5,15
1723,0,75,5,10,10
1724,0,75,5,15,5
1725,0,75,5,20,0
1726,0,75,10,0,15
1727,0,75,10,5,10
1728,0,75,10,10,5
1729,0,75,10,15,0
1730,0,75,15,0,10
1731,0,75,15,5,5
1732,0,75,15,10,0
1733,0,75,20,0,5
1734,0,75,20,5,0
1735,0,75,25,0,0
1736,0,80,0,0,20
1737,0,80,0,5,15
1738,0,80,0,10,10
1739,0,80,0,15,5
1740,0,80,0,20,0
1741,0,80,5,0,15
1742,0,80,5,5,10
1743,0,80,5,10,5
1744,0,80,5,15,0
1745,0,80,10,0,10
1746,0,80,10,5,5
1747,0,80,10,10,0
1748,0,80,15,0,5
1749,0,80,15,5,0
1750,0,80,20,0,0
1751,0,85,0,0,15
1752,0,85,0,5,10
1753,0,85,0,10,5
1754,0,85,0,15,0
1755,0,85,5,0,10
1756,0,85,5,5,5
1757,0,85,5,10,0
1758,0,85,10,0,5
1759,0,85,10,5,0
1760,0,85,15,0,0
1761,0,90,0,0,10
1762,0,90,0,5,5
1763,0,90,0,10,0
1764,0,90,5,0,5
1765,0,90,5,5,0
1766,0,90,10,0,0
1767,0,95,0,0,5
1768,0,95,0,5,0
1769,0,95,5,0,0
1770,0,100,0,0,0
1771,5,0,0,0,95
1772,5,0,0,5,90
1773,5,0,0,10,85
1774,5,0,0,15,80
1775,5,0,0,20,75
1776,5,0,0,25,70
1777,5,0,0,30,65
1778,5,0,0,35,60
1779,5,0,0,40,55
1780,5,0,0,45,50
1781,5,0,0,50,45
1782,5,0,0,55,40
1783,5,0,0,60,35
1784,5,0,0,65,30
1785,5,0,0,70,25
1786,5,0,0,75,20
1787,5,0,0,80,15
1788,5,0,0,85,10
1789,5,0,0,90,5
1790,5,0,0,95,0
1791,5,0,5,0,90
1792,5,0,5,5,85
1793,5,0,5,10,80
1794,5,0,5,15,75
1795,5,0,5,20,70
1796,5,0,5,25,65
1797,5,0,5,30,60
1798,5,0,5,35,55
1799,5,0,5,40,50
1800,5,0,5,45,45
1801,5,0,5,50,40
1802,5,0,5,55,35
1803,5,0,5,60,30
1804,5,0,5,65,25
1805,5,0,5,70,20
1806,5,0,5,75,15
1807,5,0,5,80,10
1808,5,0,5,85,5
1809,5,0,5,90,0
1810,5,0,10,0,85
1811,5,0,10,5,80
1812,5,0,10,10,75
1813,5,0,10,15,70
1814,5,0,10,20,65
1815,5,0,10,25,60
1816,5,0,10,30,55
1817,5,0,10,35,50
1818,5,0,10,40,45
1819,5,0,10,45,40
1820,5,0,10,50,35
1821,5,0,10,55,30
1822,5,0,10,60,25
1823,5,0,10,65,20
1824,5,0,10,70,15
1825,5,0,10,75,10
1826,5,0,10,80,5
1827,5,0,10,85,0
1828,5,0,15,0,80
1829,5,0,15,5,75
1830,5,0,15,10,70
1831,5,0,15,15,65
1832,5,0,15,20,60
1833,5,0,15,25,55
1834,5,0,15,30,50
1835,5,0,15,35,45
1836,5,0,15,40,40
1837,5,0,15,45,35
1838,5,0,15,50,30
1839,5,0,15,55,25
1840,5,0,15,60,20
1841,5,0,15,65,15
1842,5,0,15,70,10
1843,5,0,15,75,5
1844,5,0,15,80,0
1845,5,0,20,0,75
1846,5,0,20,5,70
1847,5,0,20,10,65
1848,5,0,20,15,60
1849,5,0,20,20,55
1850,5,0,20,25,50
1851,5,0,20,30,45
1852,5,0,20,35,40
1853,5,0,20,40,35
1854,5,0,20,45,30
1855,5,0,20,50,25
1856,5,0,20,55,20
1857,5,0,20,60,15
1858,5,0,20,65,10
1859,5,0,20,70,5
1860,5,0,20,75,0
1861,5,0,25,0,70
1862,5,0,25,5,65
1863,5,0,25,10,60
1864,5,0,25,15,55
1865,5,0,25,20,50
1866,5,0,25,25,45
1867,5,0,25,30,40
1868,5,0,25,35,35
1869,5,0,25,40,30
1870,5,0,25,45,25
1871,5,0,25,50,20
1872,5,0,25,55,15
1873,5,0,25,60,10
1874,5,0,25,65,5
1875,5,0,25,70,0
1876,5,0,30,0,65
1877,5,0,30,5,60
1878,5,0,30,10,55
1879,5,0,30,15,50
1880,5,0,30,20,45
1881,5,0,30,25,40
1882,5,0,30,30,35
1883,5,0,30,35,30
1884,5,0,30,40,25
1885,5,0,30,45,20
1886,5,0,30,50,15
1887,5,0,30,55,10
1888,5,0,30,60,5
1889,5,0,30,65,0
1890,5,0,35,0,60
1891,5,0,35,5,55
1892,5,0,35,10,50
1893,5,0,35,15,45
1894,5,0,35,20,40
1895,5,0,35,25,35
1896,5,0,35,30,30
1897,5,0,35,35,25
1898,5,0,35,40,20
1899,5,0,35,45,15
1900,5,0,35,50,10
1901,5,0,35,55,5
1902,5,0,35,60,0
1903,5,0,40,0,55
1904,5,0,40,5,50
1905,5,0,40,10,45
1906,5,0,40,15,40
1907,5,0,40,20,35
1908,5,0,40,25,30
1909,5,0,40,30,25
1910,5,0,40,35,20
1911,5,0,40,40,15
1912,5,0,40,45,10
1913,5,0,40,50,5
1914,5,0,40,55,0
1915,5,0,45,0,50
1916,5,0,45,5,45
1917,5,0,45,10,40
1918,5,0,45,15,35
1919,5,0,45,20,30
1920,5,0,45,25,25
1921,5,0,45,30,20
1922,5,0,45,35,15
1923,5,0,45,40,10
1924,5,0,45,45,5
1925,5,0,45,50,0
1926,5,0,50,0,45
1927,5,0,50,5,40
1928,5,0,50,10,35
1929,5,0,50,15,30
1930,5,0,50,20,25
1931,5,0,50,25,20
1932,5,0,50,30,15
1933,5,0,50,35,10
1934,5,0,50,40,5
1935,5,0,50,45,0
1936,5,0,55,0,40
1937,5,0,55,5,35
1938,5,0,55,10,30
1939,5,0,55,15,25
1940,5,0,55,20,20
1941,5,0,55,25,15
1942,5,0,55,30,10
1943,5,0,55,35,5
1944,5,0,55,40,0
1945,5,0,60,0,35
1946,5,0,60,5,30
1947,5,0,60,10,25
1948,5,0,60,15,20
1949,5,0,60,20,15
1950,5,0,60,25,10
1951,5,0,60,30,5
1952,5,0,60,35,0
1953,5,0,65,0,30
1954,5,0,65,5,25
1955,5,0,65,10,20
1956,5,0,65,15,15
1957,5,0,65,20,10
1958,5,0,65,25,5
1959,5,0,65,30,0
1960,5,0,70,0,25
1961,5,0,70,5,20
1962,5,0,70,10,15
1963,5,0,70,15,10
1964,5,0,70,20,5
1965,5,0,70,25,0
1966,5,0,75,0,20
1967,5,0,75,5,15
1968,5,0,75,10,10
1969,5,0,75,15,5
1970,5,0,75,20,0
1971,5,0,80,0,15
1972,5,0,80,5,10
1973,5,0,80,10,5
1974,5,0,80,15,0
1975,5,0,85,0,10
1976,5,0,85,5,5
1977,5,0,85,10,0
1978,5,0,90,0,5
1979,5,0,90,5,0
1980,5,0,95,0,0
1981,5,5,0,0,90
1982,5,5,0,5,85
1983,5,5,0,10,80
1984,5,5,0,15,75
1985,5,5,0,20,70
1986,5,5,0,25,65
1987,5,5,0,30,60
1988,5,5,0,35,55
1989,5,5,0,40,50
1990,5,5,0,45,45
1991,5,5,0,50,40
1992,5,5,0,55,35
1993,5,5,0,60,30
1994,5,5,0,65,25
1995,5,5,0,70,20
1996,5,5,0,75,15
1997,5,5,0,80,10
1998,5,5,0,85,5
1999,5,5,0,90,0
2000,5,5,5,0,85
2001,5,5,5,5,80
2002,5,5,5,10,75
2003,5,5,5,15,70
2004,5,5,5,20,65
2005,5,5,5,25,60
2006,5,5,5,30,55
2007,5,5,5,35,50
2008,5,5,5,40,45
2009,5,5,5,45,40
2010,5,5,5,50,35
2011,5,5,5,55,30
2012,5,5,5,60,25
2013,5,5,5,65,20
2014,5,5,5,70,15
2015,5,5,5,75,10
2016,5,5,5,80,5
2017,5,5,5,85,0
2018,5,5,10,0,80
2019,5,5,10,5,75
2020,5,5,10,10,70
2021,5,5,10,15,65
2022,5,5,10,20,60
2023,5,5,10,25,55
2024,5,5,10,30,50
2025,5,5,10,35,45
2026,5,5,10,40,40
2027,5,5,10,45,35
2028,5,5,10,50,30
2029,5,5,10,55,25
2030,5,5,10,60,20
2031,5,5,10,65,15
2032,5,5,10,70,10
2033,5,5,10,75,5
2034,5,5,10,80,0
2035,5,5,15,0,75
2036,5,5,15,5,70
2037,5,5,15,10,65
2038,5,5,15,15,60
2039,5,5,15,20,55
2040,5,5,15,25,50
2041,5,5,15,30,45
2042,5,5,15,35,40
2043,5,5,15,40,35
2044,5,5,15,45,30
2045,5,5,15,50,25
2046,5,5,15,55,20
2047,5,5,15,60,15
2048,5,5,15,65,10
2049,5,5,15,70,5
2050,5,5,15,75,0
2051,5,5,20,0,70
2052,5,5,20,5,65
2053,5,5,20,10,60
2054,5,5,20,15,55
2055,5,5,20,20,50
2056,5,5,20,25,45
2057,5,5,20,30,40
2058,5,5,20,35,35
2059,5,5,20,40,30
2060,5,5,20,45,25
2061,5,5,20,50,20
2062,5,5,20,55,15
2063,5,5,20,60,10
2064,5,5,20,65,5
2065,5,5,20,70,0
2066,5,5,25,0,65
2067,5,5,25,5,60
2068,5,5,25,10,55
2069,5,5,25,15,50
2070,5,5,25,20,45
2071,5,5,25,25,40
2072,5,5,25,30,35
2073,5,5,25,35,30
2074,5,5,25,40,25
2075,5,5,25,45,20
2076,5,5,25,50,15
2077,5,5,25,55,10
2078,5,5,25,60,5
2079,5,5,25,65,0
2080,5,5,30,0,60
2081,5,5,30,5,55
2082,5,5,30,10,50
2083,5,5,30,15,45
2084,5,5,30,20,40
2085,5,5,30,25,35
2086,5,5,30,30,30
2087,5,5,30,35,25
2088,5,5,30,40,20
2089,5,5,30,45,15
2090,5,5,30,50,10
2091,5,5,30,55,5
2092,5,5,30,60,0
2093,5,5,35,0,55
2094,5,5,35,5,50
2095,5,5,35,10,45
2096,5,5,35,15,40
2097,5,5,35,20,35
2098,5,5,35,25,30
2099,5,5,35,30,25
2100,5,5,35,35,20
2101,5,5,35,40,15
2102,5,5,35,45,10
2103,5,5,35,50,5
2104,5,5,35,55,0
2105,5,5,40,0,50
2106,5,5,40,5,45
2107,5,5,40,10,40
2108,5,5,40,15,35
2109,5,5,40,20,30
2110,5,5,40,25,25
2111,5,5,40,30,20
2112,5,5,40,35,15
2113,5,5,40,40,10
2114,5,5,40,45,5
2115,5,5,40,50,0
2116,5,5,45,0,45
2117,5,5,45,5,40
2118,5,5,45,10,35
2119,5,5,45,15,30
2120,5,5,45,20,25
2121,5,5,45,25,20
2122,5,5,45,30,15
2123,5,5,45,35,10
2124,5,5,45,40,5
2125,5,5,45,45,0
2126,5,5,50,0,40
2127,5,5,50,5,35
2128,5,5,50,10,30
2129,5,5,50,15,25
2130,5,5,50,20,20
2131,5,5,50,25,15
2132,5,5,50,30,10
2133,5,5,50,35,5
2134,5,5,50,40,0
2135,5,5,55,0,35
2136,5,5,55,5,30
2137,5,5,55,10,25
2138,5,5,55,15,20
2139,5,5,55,20,15
2140,5,5,55,25,10
2141,5,5,55,30,5
2142,5,5,55,35,0
2143,5,5,60,0,30
2144,5,5,60,5,25
2145,5,5,60,10,20
2146,5,5,60,15,15
2147,5,5,60,20,10
2148,5,5,60,25,5
2149,5,5,60,30,0
2150,5,5,65,0,25
2151,5,5,65,5,20
2152,5,5,65,10,15
2153,5,5,65,15,10
2154,5,5,65,20,5
2155,5,5,65,25,0
2156,5,5,70,0,20
2157,5,5,70,5,15
2158,5,5,70,10,10
2159,5,5,70,15,5
2160,5,5,70,20,0
2161,5,5,75,0,15
2162,5,5,75,5,10
2163,5,5,75,10,5
2164,5,5,75,15,0
2165,5,5,80,0,10
2166,5,5,80,5,5
2167,5,5,80,10,0
2168,5,5,85,0,5
2169,5,5,85,5,0
2170,5,5,90,0,0
2171,5,10,0,0,85
2172,5,10,0,5,80
2173,5,10,0,10,75
2174,5,10,0,15,70
2175,5,10,0,20,65
2176,5,10,0,25,60
2177,5,10,0,30,55
2178,5,10,0,35,50
2179,5,10,0,40,45
2180,5,10,0,45,40
2181,5,10,0,50,35
2182,5,10,0,55,30
2183,5,10,0,60,25
2184,5,10,0,65,20
2185,5,10,0,70,15
2186,5,10,0,75,10
2187,5,10,0,80,5
2188,5,10,0,85,0
2189,5,10,5,0,80
2190,5,10,5,5,75
2191,5,10,5,10,70
2192,5,10,5,15,65
2193,5,10,5,20,60
2194,5,10,5,25,55
2195,5,10,5,30,50
2196,5,10,5,35,45
2197,5,10,5,40,40
2198,5,10,5,45,35
2199,5,10,5,50,30
2200,5,10,5,55,25
2201,5,10,5,60,20
2202,5,10,5,65,15
2203,5,10,5,70,10
2204,5,10,5,75,5
2205,5,10,5,80,0
2206,5,10,10,0,75
2207,5,10,10,5,70
2208,5,10,10,10,65
2209,5,10,10,15,60
2210,5,10,10,20,55
2211,5,10,10,25,50
2212,5,10,10,30,45
2213,5,10,10,35,40
2214,5,10,10,40,35
2215,5,10,10,45,30
2216,5,10,10,50,25
2217,5,10,10,55,20
2218,5,10,10,60,15
2219,5,10,10,65,10
2220,5,10,10,70,5
2221,5,10,10,75,0
2222,5,10,15,0,70
2223,5,10,15,5,65
2224,5,10,15,10,60
2225,5,10,15,15,55
2226,5,10,15,20,50
2227,5,10,15,25,45
2228,5,10,15,30,40
2229,5,10,15,35,35
2230,5,10,15,40,30
2231,5,10,15,45,25
2232,5,10,15,50,20
2233,5,10,15,55,15
2234,5,10,15,60,10
2235,5,10,15,65,5
2236,5,10,15,70,0
2237,5,10,20,0,65
2238,5,10,20,5,60
2239,5,10,20,10,55
2240,5,10,20,15,50
2241,5,10,20,20,45
2242,5,10,20,25,40
2243,5,10,20,30,35
2244,5,10,20,35,30
2245,5,10,20,40,25
2246,5,10,20,45,20
2247,5,10,20,50,15
2248,5,10,20,55,10
2249,5,10,20,60,5
2250,5,10,20,65,0
2251,5,10,25,0,60
2252,5,10,25,5,55
2253,5,10,25,10,50
2254,5,10,25,15,45
2255,5,10,25,20,40
2256,5,10,25,25,35
2257,5,10,25,30,30
2258,5,10,25,35,25
2259,5,10,25,40,20
2260,5,10,25,45,15
2261,5,10,25,50,10
2262,5,10,25,55,5
2263,5,10,25,60,0
2264,5,10,30,0,55
2265,5,10,30,5,50
2266,5,10,30,10,45
2267,5,10,30,15,40
2268,5,10,30,20,35
2269,5,10,30,25,30
2270,5,10,30,30,25
2271,5,10,30,35,20
2272,5,10,30,40,15
2273,5,10,30,45,10
2274,5,10,30,50,5
2275,5,10,30,55,0
2276,5,10,35,0,50
2277,5,10,35,5,45
2278,5,10,35,10,40
2279,5,10,35,15,35
2280,5,10,35,20,30
2281,5,10,35,25,25
2282,5,10,35,30,20
2283,5,10,35,35,15
2284,5,10,35,40,10
2285,5,10,35,45,5
2286,5,10,35,50,0
2287,5,10,40,0,45
2288,5,10,40,5,40
2289,5,10,40,10,35
2290,5,10,40,15,30
2291,5,10,40,20,25
2292,5,10,40,25,20
2293,5,10,40,30,15
2294,5,10,40,35,10
2295,5,10,40,40,5
2296,5,10,40,45,0
2297,5,10,45,0,40
2298,5,10,45,5,35
2299,5,10,45,10,30
2300,5,10,45,15,25
2301,5,10,45,20,20
2302,5,10,45,25,15
2303,5,10,45,30,10
2304,5,10,45,35,5
2305,5,10,45,40,0
2306,5,10,50,0,35
2307,5,10,50,5,30
2308,5,10,50,10,25
2309,5,10,50,15,20
2310,5,10,50,20,15
2311,5,10,50,25,10
2312,5,10,50,30,5
2313,5,10,50,35,0
2314,5,10,55,0,30
2315,5,10,55,5,25
2316,5,10,55,10,20
2317,5,10,55,15,15
2318,5,10,55,20,10
2319,5,10,55,25,5
2320,5,10,55,30,0
2321,5,10,60,0,25
2322,5,10,60,5,20
2323,5,10,60,10,15
2324,5,10,60,15,10
2325,5,10,60,20,5
2326,5,10,60,25,0
2327,5,10,65,0,20
2328,5,10,65,5,15
2329,5,10,65,10,10
2330,5,10,65,15,5
2331,5,10,65,20,0
2332,5,10,70,0,15
2333,5,10,70,5,10
2334,5,10,70,10,5
2335,5,10,70,15,0
2336,5,10,75,0,10
2337,5,10,75,5,5
2338,5,10,75,10,0
2339,5,10,80,0,5
2340,5,10,80,5,0
2341,5,10,85,0,0
2342,5,15,0,0,80
2343,5,15,0,5,75
2344,5,15,0,10,70
2345,5,15,0,15,65
2346,5,15,0,20,60
2347,5,15,0,25,55
2348,5,15,0,30,50
2349,5,15,0,35,45
2350,5,15,0,40,40
2351,5,15,0,45,35
2352,5,15,0,50,30
2353,5,15,0,55,25
2354,5,15,0,60,20
2355,5,15,0,65,15
2356,5,15,0,70,10
2357,5,15,0,75,5
2358,5,15,0,80,0
2359,5,15,5,0,75
2360,5,15,5,5,70
2361,5,15,5,10,65
2362,5,15,5,15,60
2363,5,15,5,20,55
2364,5,15,5,25,50
2365,5,15,5,30,45
2366,5,15,5,35,40
2367,5,15,5,40,35
2368,5,15,5,45,30
2369,5,15,5,50,25
2370,5,15,5,55,20
2371,5,15,5,60,15
2372,5,15,5,65,10
2373,5,15,5,70,5
2374,5,15,5,75,0
2375,5,15,10,0,70
2376,5,15,10,5,65
2377,5,15,10,10,60
2378,5,15,10,15,55
2379,5,15,10,20,50
2380,5,15,10,25,45
2381,5,15,10,30,40
2382,5,15,10,35,35
2383,5,15,10,40,30
2384,5,15,10,45,25
2385,5,15,10,50,20
2386,5,15,10,55,15
2387,5,15,10,60,10
2388,5,15,10,65,5
2389,5,15,10,70,0
2390,5,15,15,0,65
2391,5,15,15,5,60
2392,5,15,15,10,55
2393,5,15,15,15,50
2394,5,15,15,20,45
2395,5,15,15,25,40
2396,5,15,15,30,35
2397,5,15,15,35,30
2398,5,15,15,40,25
2399,5,15,15,45,20
2400,5,15,15,50,15
2401,5,15,15,55,10
2402,5,15,15,60,5
2403,5,15,15,65,0
2404,5,15,20,0,60
2405,5,15,20,5,55
2406,5,15,20,10,50
2407,5,15,20,15,45
2408,5,15,20,20,40
2409,5,15,20,25,35
2410,5,15,20,30,30
2411,5,15,20,35,25
2412,5,15,20,40,20
2413,5,15,20,45,15
2414,5,15,20,50,10
2415,5,15,20,55,5
2416,5,15,20,60,0
2417,5,15,25,0,55
2418,5,15,25,5,50
2419,5,15,25,10,45
2420,5,15,25,15,40
2421,5,15,25,20,35
2422,5,15,25,25,30
2423,5,15,25,30,25
2424,5,15,25,35,20
2425,5,15,25,40,15
2426,5,15,25,45,10
2427,5,15,25,50,5
2428,5,15,25,55,0
2429,5,15,30,0,50
2430,5,15,30,5,45
2431,5,15,30,10,40
2432,5,15,30,15,35
